,customer_id,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,credit_limit,total_revolving_bal,active_customer
8655,719473458,46,M,3,1,single,1,blue,42,3,8285.0,1359,True
8658,780707733,41,M,1,2,married,3,blue,30,3,34516.0,2109,True
8659,780620883,49,F,2,0,single,1,blue,37,2,7045.0,1293,True
8660,720849708,44,M,4,2,single,3,blue,37,3,14388.0,2517,True
8661,789312033,48,F,4,4,single,0,blue,38,3,3874.0,460,False
8662,778742358,44,M,4,2,married,2,blue,24,2,4752.0,0,True
8664,713425383,59,F,1,1,single,0,blue,46,2,7484.0,1939,False
8666,712029783,42,M,4,0,single,3,silver,36,2,34516.0,2253,True
8667,718893333,52,M,3,2,married,2,blue,36,3,18336.0,2077,True
8669,718567758,41,M,1,3,married,1,blue,32,3,10682.0,1334,True
8670,771719283,39,F,4,5,married,0,blue,27,2,8587.0,1324,True
8671,717926358,46,F,2,2,single,0,blue,30,3,5494.0,2142,True
8672,779751258,45,F,2,2,married,0,blue,31,2,1946.0,1183,True
8673,774491958,53,M,3,1,single,2,blue,47,2,6228.0,1738,True
8675,714166833,44,F,3,2,single,0,silver,34,3,13609.0,1432,True
8677,789681708,46,M,3,0,married,2,gold,33,3,34516.0,713,True
8678,713102733,38,F,3,2,single,0,gold,31,2,15987.0,1766,True
8679,715195383,46,F,3,2,divorced,0,blue,36,3,2391.0,1625,True
8681,787226508,47,M,2,3,single,2,blue,41,2,20811.0,1302,True
8683,715170183,45,M,2,2,married,1,blue,36,2,3735.0,2113,True
8684,717109983,50,F,2,1,married,1,blue,39,3,2275.0,2138,True
8685,713208033,43,F,3,1,married,0,blue,36,2,7350.0,1360,True
8686,712788258,48,M,3,3,married,1,blue,34,2,1913.0,1405,True
8689,709235058,46,M,4,3,married,1,silver,36,3,18956.0,1694,True
8690,714786483,45,M,4,3,single,2,blue,35,2,13445.0,1186,True
8691,713299758,53,M,1,1,single,0,blue,36,3,8979.0,1289,True
8692,771912408,49,F,2,2,married,0,blue,38,3,6674.0,1402,True
8693,721445658,52,F,2,4,single,0,blue,34,3,6265.0,1677,True
8694,719787633,47,M,0,2,married,3,silver,36,3,34516.0,1913,True
8695,713697933,47,M,2,0,single,3,blue,36,3,34516.0,1264,True
8696,712208658,43,M,2,1,single,2,blue,33,1,13165.0,1255,True
8697,708219108,49,M,3,3,divorced,3,blue,38,2,9959.0,1143,True
8698,709065483,40,F,3,3,divorced,1,blue,28,2,9243.0,2019,True
8699,715237683,53,F,4,2,single,0,blue,44,1,4737.0,1649,True
8701,788931558,46,M,2,1,single,1,blue,32,1,2000.0,1739,True
8702,717521508,41,M,3,1,single,3,gold,28,2,34516.0,2098,True
8705,789298833,51,M,2,0,divorced,3,blue,40,1,23453.0,0,True
8706,715729683,44,M,3,1,single,4,silver,36,1,34516.0,1106,True
8707,717682233,49,M,4,0,married,2,blue,36,1,6139.0,1585,True
8709,719272458,53,F,5,2,single,1,blue,41,2,9815.0,1699,True
8712,816615633,47,F,2,5,married,1,blue,42,2,3256.0,2035,True
8713,720167508,50,M,3,0,single,3,blue,35,1,19000.0,2389,True
8714,711152658,44,M,4,2,single,4,silver,36,2,34516.0,1635,True
8715,771772083,48,M,4,2,married,2,blue,37,2,13197.0,0,True
8716,708419733,47,M,3,3,single,2,blue,39,5,22599.0,0,False
8717,709372608,43,M,4,0,married,2,blue,31,1,23457.0,2517,True
8719,711136008,41,M,4,2,single,3,blue,33,1,31560.0,1298,True
8720,716691783,46,F,3,1,single,0,blue,36,2,6218.0,2517,True
8724,709558608,39,M,3,0,single,3,blue,31,2,2844.0,2065,True
8725,824177733,53,F,2,1,single,0,blue,49,1,9678.0,1710,True
8727,717535083,52,F,2,4,married,0,blue,40,2,5207.0,1121,True
8728,712453308,46,M,4,1,divorced,1,silver,36,2,15034.0,1356,True
8729,721008933,44,F,2,2,divorced,1,blue,36,1,3107.0,1995,True
8730,720859533,52,F,2,1,single,1,blue,39,2,12214.0,2379,True
8731,789556533,52,M,4,2,married,3,blue,45,2,23070.0,1701,True
8732,717656433,50,F,2,2,single,0,blue,40,1,2167.0,988,True
8733,792524358,55,M,3,1,single,3,gold,49,2,34516.0,810,True
8735,801380808,44,M,2,5,married,3,blue,38,1,25894.0,2517,False
8736,716329383,46,F,3,2,single,0,blue,36,4,3138.0,986,False
8737,716871633,49,M,1,0,single,4,blue,38,2,12055.0,1858,True
8741,713872833,54,F,2,2,single,1,blue,41,2,10753.0,1845,True
8743,711658758,46,F,3,0,married,0,blue,35,6,2069.0,1101,True
8744,717248583,43,F,3,3,married,0,silver,34,4,11362.0,1871,True
8745,713087958,53,M,4,1,divorced,4,blue,36,3,34516.0,1337,True
8746,721495458,44,M,3,2,married,2,blue,32,2,20001.0,0,True
8747,786097158,48,M,2,1,married,1,blue,42,2,8786.0,1559,True
8748,712219083,41,M,3,0,single,3,blue,28,1,7142.0,1917,True
8749,715327683,45,F,4,4,single,0,blue,36,1,4477.0,2517,False
8751,715599633,51,M,1,3,married,3,silver,38,2,34516.0,0,True
8752,718958583,44,M,4,4,single,3,blue,36,5,2367.0,1606,False
8753,717397983,39,M,2,0,single,2,blue,29,2,23402.0,958,True
8755,818767458,41,M,3,2,married,4,blue,36,2,6565.0,1130,True
8757,712075083,50,M,4,1,single,4,blue,41,4,6982.0,0,False
8758,711963183,50,M,3,0,married,0,blue,36,2,5128.0,0,True
8760,772404633,49,M,2,2,married,3,silver,39,1,34516.0,1118,True
8761,713302758,49,M,2,2,married,4,blue,40,2,14646.0,1448,True
8762,717859233,41,M,5,2,married,3,blue,37,1,12578.0,2517,True
8764,718292283,52,F,1,1,single,1,blue,42,1,3416.0,1970,True
8765,713197308,42,M,4,2,married,2,silver,33,1,6224.0,0,True
8766,789175683,49,F,2,3,married,0,silver,38,2,10741.0,2517,True
8767,811700058,41,M,2,2,single,2,gold,36,2,34516.0,687,False
8769,720164358,53,F,4,2,single,1,blue,43,1,6058.0,0,False
8770,710357208,49,M,4,0,married,3,blue,39,2,8561.0,915,True
8772,721486908,51,F,5,1,single,0,blue,36,1,7645.0,2076,True
8773,711210633,51,M,3,0,single,2,blue,42,2,1922.0,1124,True
8774,712570458,51,F,2,1,married,0,blue,33,2,5625.0,1640,True
8775,712058133,54,F,2,3,single,0,blue,36,1,2274.0,708,True
8776,708153558,46,M,5,5,divorced,4,blue,31,1,34516.0,1802,True
8777,709893858,43,M,3,4,married,1,blue,36,6,9422.0,2108,False
8780,711854808,41,M,3,1,married,4,blue,32,2,34516.0,0,False
8781,822125283,49,M,3,0,married,3,blue,45,2,4778.0,1351,True
8784,720891633,53,F,2,1,single,0,blue,46,6,3199.0,0,False
8786,715839708,51,M,1,2,married,4,blue,39,2,34516.0,2452,True
8788,769152783,60,F,2,1,single,0,blue,54,1,8141.0,1811,False
8791,802675983,42,F,3,2,married,0,blue,33,2,3794.0,1544,True
8792,712716108,46,F,2,2,single,0,blue,36,1,5785.0,2130,True
8795,812794983,41,F,3,3,married,0,blue,31,2,4086.0,1974,True
8796,708968733,47,M,3,0,married,3,blue,38,1,31987.0,0,True
8797,779315508,43,M,4,4,single,1,blue,25,1,9043.0,1974,False
8798,740065833,47,F,3,2,single,0,silver,40,1,11128.0,2517,True
8799,721063533,51,M,2,2,single,1,blue,41,1,3062.0,2058,True
8801,780064983,44,M,1,2,married,3,gold,29,2,34516.0,942,True
8806,715298808,40,M,2,1,divorced,1,blue,32,1,7566.0,1618,True
8810,709497108,44,F,2,1,married,0,blue,36,2,6633.0,1322,True
8813,719178183,50,M,2,2,married,3,silver,42,2,34516.0,2517,True
8814,789560433,49,M,3,4,single,2,blue,42,2,14895.0,0,False
8815,712931733,49,F,4,2,single,0,blue,36,1,2636.0,1257,True
8817,771097683,43,M,2,1,single,4,blue,30,1,10896.0,2517,False
8818,713824983,43,F,0,1,married,0,blue,35,1,8401.0,1085,True
8821,714821433,45,F,4,3,married,0,blue,36,2,2737.0,0,True
8823,773988708,52,M,2,0,married,4,silver,43,1,34516.0,1588,True
8826,720198183,42,M,5,3,married,1,blue,27,1,2437.0,1718,True
8827,780545133,49,M,3,2,single,3,blue,36,2,4557.0,985,True
8828,711128433,55,M,3,0,single,1,blue,36,1,10949.0,829,True
8830,709556208,40,F,3,3,single,1,silver,28,2,22361.0,1873,True
8832,794482158,46,M,3,3,single,3,silver,32,2,34516.0,1954,True
8833,780450708,58,M,1,3,single,4,silver,45,1,34516.0,0,False
8834,710016708,44,F,3,2,married,0,silver,26,1,10877.0,1802,True
8837,712447758,46,M,2,2,married,3,blue,39,2,11901.0,2517,True
8840,720474408,52,M,2,2,single,1,blue,41,1,9298.0,1898,True
8841,719401158,62,F,0,4,single,1,blue,53,1,4136.0,0,True
8843,717583908,57,M,1,1,single,3,blue,45,1,15030.0,1395,True
8844,823519458,44,F,3,2,married,0,blue,40,1,6441.0,2151,True
8848,721227258,51,M,1,4,married,4,silver,31,2,34516.0,1991,True
8849,771304383,45,F,3,1,married,0,blue,33,1,4174.0,2507,True
8851,778865583,46,M,3,2,married,0,blue,27,1,6954.0,1502,True
8853,818280108,43,F,4,1,single,0,blue,38,1,1820.0,0,True
8854,716350008,52,M,1,0,married,1,blue,36,2,2937.0,1633,True
8855,778172583,46,F,3,1,single,0,blue,36,1,6636.0,2399,True
8856,719121708,41,M,2,2,married,2,silver,31,2,31497.0,2192,True
8857,714342033,52,M,1,1,married,4,blue,34,2,34516.0,0,False
8858,788811558,52,F,1,1,married,0,blue,35,1,1959.0,1022,True
8859,788943333,51,M,3,4,married,3,silver,37,6,34516.0,989,False
8860,719258433,49,M,5,2,single,2,blue,42,2,7801.0,2018,True
8861,717895833,55,M,3,3,single,4,blue,44,2,6455.0,1837,True
8862,711550983,46,M,1,2,divorced,1,blue,37,1,11343.0,1175,True
8863,714077583,43,M,3,4,married,1,platinum,31,2,23981.0,593,False
8865,716725008,49,M,4,1,married,3,blue,40,2,7667.0,2191,True
8866,788824083,41,M,2,0,single,4,blue,24,2,34516.0,1022,True
8867,716335983,37,M,2,1,single,3,blue,36,1,6713.0,1590,True
8868,719157933,51,M,2,0,married,4,blue,40,1,10984.0,1429,True
8869,716704158,50,M,1,5,married,4,blue,39,2,34516.0,2517,True
8870,716258358,57,M,2,0,single,2,blue,36,1,23058.0,1534,True
8871,827904183,40,M,4,0,married,4,blue,36,2,17606.0,1377,True
8872,820394733,52,M,0,3,married,4,gold,47,2,34516.0,1464,True
8873,716574033,45,F,3,1,divorced,1,silver,36,2,18000.0,1829,True
8874,736786908,48,F,2,3,married,0,blue,41,2,5550.0,2517,True
8875,774099708,39,F,3,1,single,0,blue,33,2,1621.0,0,True
8876,714282333,49,F,4,3,married,0,blue,36,1,3244.0,0,True
8878,818316108,43,F,1,2,married,0,blue,38,2,2550.0,1421,True
8879,709838508,45,M,3,2,divorced,2,silver,31,2,34516.0,1509,True
8880,716212383,38,M,1,1,single,4,blue,30,5,10874.0,2415,False
8881,757667133,54,M,2,3,single,3,blue,47,2,13769.0,0,False
8882,794571108,39,M,2,2,divorced,1,silver,23,5,17894.0,304,False
8883,711370458,49,F,5,2,married,0,gold,38,1,15016.0,2016,True
8884,788528958,45,M,4,2,single,4,blue,38,1,9036.0,0,True
8885,716745408,54,M,1,1,single,3,blue,36,1,12813.0,1998,True
8886,771752508,40,F,3,5,married,0,blue,29,1,4660.0,1844,True
8887,788916933,49,M,5,3,married,2,gold,35,1,34516.0,1064,True
8888,714938733,48,M,1,4,single,3,blue,38,4,13174.0,0,False
8890,714422058,42,M,3,2,single,4,blue,36,1,31639.0,2446,True
8891,712191783,49,M,4,1,married,4,gold,36,1,34516.0,1634,True
8892,716319258,43,M,4,0,single,4,blue,36,1,34516.0,1742,True
8895,716742483,38,F,1,2,single,0,blue,29,2,7504.0,1134,True
8896,708160008,44,M,1,0,married,4,blue,33,2,34516.0,1058,True
8897,709269708,45,M,4,2,single,4,platinum,34,2,34516.0,1488,True
8899,717257658,41,M,3,2,single,3,blue,29,2,9357.0,1942,True
8901,788812608,56,F,2,0,single,0,blue,39,1,8767.0,1684,True
8904,718100808,49,F,1,0,married,0,gold,37,2,15987.0,2065,True
8905,790051758,50,M,2,2,single,4,blue,42,2,31782.0,0,False
8906,772430733,42,M,2,2,married,4,blue,32,1,34516.0,1440,True
8907,713460258,45,F,0,5,married,1,silver,36,1,19107.0,933,True
8909,719785683,41,M,4,4,married,3,blue,36,1,21751.0,1573,True
8910,711830433,44,F,3,3,single,0,blue,32,1,7926.0,1051,True
8912,718306308,48,M,4,2,married,3,blue,36,1,27984.0,1793,True
8913,772725408,40,M,3,0,divorced,2,blue,30,2,24499.0,2517,True
8914,711183558,49,M,0,1,single,3,blue,39,2,2221.0,1291,True
8915,720317658,43,M,2,2,single,3,blue,35,2,5858.0,961,True
8916,710596983,51,M,1,0,single,3,blue,37,1,27318.0,2416,True
8918,717382608,59,M,1,2,single,2,silver,36,2,26692.0,2517,True
8919,825767658,49,M,2,2,single,2,gold,45,2,34516.0,913,True
8920,717513933,38,M,3,3,single,4,blue,26,2,14938.0,0,True
8921,789186858,52,M,2,2,married,3,blue,41,2,33256.0,928,True
8922,717658758,49,M,4,2,single,4,silver,36,2,34516.0,0,True
8923,715575258,47,M,2,2,single,1,blue,35,1,5791.0,1957,True
8925,715396983,46,M,1,0,married,3,blue,36,2,17698.0,1769,True
8926,712624383,52,M,4,3,single,3,silver,41,1,34516.0,1701,True
8927,721335558,57,F,2,2,single,0,blue,36,1,6482.0,1686,True
8929,713761608,44,M,3,2,divorced,2,silver,34,2,34516.0,1652,True
8932,720422358,42,M,1,4,single,2,gold,36,1,34516.0,2276,True
8935,779257233,47,M,2,0,single,4,blue,29,2,28852.0,1974,True
8937,709418508,45,M,2,2,married,2,blue,35,1,7653.0,1693,True
8939,716063583,41,M,3,1,divorced,2,blue,32,1,4549.0,2109,True
8940,716609433,55,M,2,1,divorced,4,blue,46,5,16828.0,2517,False
8941,721053633,45,M,2,3,single,1,blue,31,2,6530.0,1425,True
8942,711559008,40,F,4,4,single,1,blue,28,2,11642.0,1501,True
8943,718698558,43,M,3,3,single,3,blue,34,2,5390.0,1324,True
8944,770190258,49,F,3,2,married,0,blue,43,2,7037.0,0,True
8945,709008708,47,M,3,3,married,0,blue,34,2,8390.0,0,True
8947,718457058,43,M,4,1,married,1,blue,35,1,3442.0,2517,True
8948,708472008,44,F,3,0,married,0,blue,36,2,6680.0,1839,True
8950,716732958,44,F,2,1,married,1,blue,32,2,7244.0,2031,True
8951,780108408,52,M,2,2,married,3,blue,37,1,34516.0,1369,True
8952,720962208,42,M,2,4,married,2,blue,27,2,2476.0,2250,False
8953,714019083,40,F,1,2,married,0,blue,30,1,2019.0,803,True
8955,819109308,62,M,0,2,divorced,2,blue,56,1,6103.0,2517,True
8956,721029858,52,F,3,2,single,0,blue,36,2,2166.0,1458,True
8957,716762733,50,F,2,5,single,0,blue,40,2,3449.0,1634,True
8958,710260983,51,F,4,2,divorced,0,blue,36,2,2984.0,2512,True
8959,793608258,54,F,3,2,single,0,silver,48,1,13432.0,0,False
8962,794191008,46,M,2,3,married,4,blue,40,1,34516.0,1649,True
8963,708905733,45,M,5,0,single,2,blue,32,1,20633.0,1989,True
8966,805516608,50,M,1,2,married,3,silver,45,2,34516.0,925,True
8967,720006333,48,M,2,3,divorced,3,blue,40,4,4479.0,0,False
8968,780114558,50,M,1,1,married,0,blue,35,2,3968.0,2264,True
8970,718889508,46,M,2,3,divorced,2,blue,37,1,10074.0,1223,True
8971,824799108,46,F,3,1,married,1,blue,42,2,10901.0,1874,True
8974,717370533,40,M,3,4,single,4,blue,26,1,34516.0,2088,True
8975,720425508,43,M,5,2,single,3,blue,36,1,7196.0,696,True
8976,712948383,48,M,4,2,married,2,gold,36,1,34516.0,0,True
8977,712839633,38,M,2,0,single,3,blue,22,2,34516.0,1595,True
8978,820330008,46,M,5,1,married,4,blue,42,1,32926.0,1540,True
8983,789827208,41,F,5,2,married,0,blue,31,2,7531.0,1692,True
8984,718308558,49,F,4,2,divorced,0,blue,37,2,1838.0,1155,True
8985,801064833,42,M,3,2,married,3,blue,36,1,30117.0,2129,True
8986,719838558,46,M,2,0,single,2,blue,35,1,5131.0,1484,True
8987,714510483,44,M,3,2,single,3,gold,36,2,34516.0,2517,True
8988,718246458,53,M,3,2,single,3,blue,45,2,24262.0,1984,True
8989,710822808,51,M,0,3,single,3,blue,33,1,34516.0,1228,True
8991,709722858,50,M,1,2,married,2,blue,37,2,20708.0,1357,True
8992,712582983,47,F,3,2,married,0,silver,36,4,14057.0,1381,False
8994,711388458,45,M,3,1,married,2,blue,36,2,17072.0,1519,True
8995,796174983,52,M,2,1,single,3,blue,46,2,25737.0,1168,True
8998,712687083,44,M,3,2,married,2,blue,24,1,15043.0,0,True
8999,713003358,40,M,3,2,single,3,blue,30,2,29338.0,159,False
9000,812443458,57,M,4,2,single,4,blue,52,2,25808.0,0,True
9002,708826158,45,F,4,0,divorced,1,blue,27,2,3670.0,1684,True
9003,788725608,44,F,3,2,single,0,blue,17,1,8861.0,1149,True
9004,717559533,47,M,3,2,married,4,silver,42,1,34516.0,1161,True
9007,709770408,51,M,2,2,married,4,silver,36,1,34516.0,1702,True
9010,720655833,48,F,4,1,married,0,blue,30,2,2913.0,0,False
9011,797898858,40,F,2,0,single,0,blue,34,1,4748.0,2085,True
9012,779548008,50,M,2,2,single,3,silver,35,1,34516.0,0,True
9014,711742758,43,F,5,3,single,1,blue,32,2,11508.0,0,False
9016,711947358,49,M,4,0,married,4,blue,38,2,18991.0,1208,True
9017,712157958,44,M,3,1,married,3,blue,36,1,10908.0,0,False
9019,710192283,46,M,4,4,married,1,blue,36,1,2219.0,1180,True
9020,718977483,56,M,4,2,single,3,blue,46,2,25736.0,1388,True
9021,712129158,63,M,0,0,single,2,blue,36,2,7997.0,1096,True
9022,714880533,40,M,5,2,single,1,blue,36,2,2849.0,1741,True
9023,808287408,45,M,5,2,married,3,blue,40,1,29227.0,1151,True
9024,709619433,52,M,2,5,married,4,blue,44,1,34516.0,1382,True
9025,708881583,50,M,2,0,married,1,blue,43,1,12458.0,1332,True
9026,711332883,62,M,1,1,single,2,blue,46,2,7547.0,2477,False
9028,820587258,45,F,4,2,married,0,silver,40,2,10677.0,0,True
9030,779779083,38,F,3,1,single,1,gold,26,2,23981.0,0,True
9031,720735408,44,F,4,5,married,1,blue,30,1,6329.0,1643,True
9032,819160158,42,M,3,0,married,1,blue,37,2,4960.0,1724,True
9034,714823308,55,F,3,3,single,0,gold,35,2,15987.0,1973,True
9035,711577458,52,F,1,0,single,0,blue,36,2,3244.0,1855,True
9036,787539333,48,M,4,2,married,2,blue,37,1,7298.0,2517,True
9037,716806383,48,M,4,2,married,3,blue,40,1,28307.0,1506,True
9038,812230308,47,M,2,2,married,1,blue,42,2,2430.0,1657,True
9039,778420383,49,M,1,2,married,4,blue,29,2,7650.0,2045,True
9040,774012933,47,F,3,3,divorced,1,blue,41,1,6443.0,2073,True
9041,718756533,47,M,2,0,married,3,blue,41,1,13356.0,1497,True
9042,812224983,56,M,2,2,single,4,blue,51,1,4675.0,1340,True
9043,714284358,61,M,1,0,single,1,blue,52,2,2177.0,1329,True
9044,709530408,45,M,4,5,single,4,gold,36,1,34516.0,1411,True
9045,750690258,49,F,2,2,married,0,blue,39,2,2821.0,1995,True
9046,716283108,44,F,4,0,married,0,blue,36,2,6769.0,1133,True
9048,718528833,51,M,1,1,married,4,blue,43,2,30172.0,1825,True
9049,718006608,44,F,5,0,single,0,blue,36,1,7742.0,1163,True
9052,779293308,51,M,4,2,married,2,silver,33,1,25653.0,2059,True
9053,718276758,52,F,1,2,single,1,blue,40,2,4705.0,890,True
9054,712654233,39,M,3,1,married,3,blue,27,1,19150.0,1093,True
9055,719296383,38,M,2,1,single,2,gold,18,1,34516.0,1494,True
9056,808279158,51,M,3,2,married,3,blue,46,1,11765.0,1429,True
9057,780497958,41,M,3,1,divorced,3,blue,28,1,16627.0,2118,True
9058,715519983,43,M,2,4,married,2,blue,34,1,13553.0,1448,True
9059,708568983,40,M,3,1,married,2,blue,28,2,11476.0,2365,True
9060,823648983,58,M,1,0,single,3,blue,54,1,5182.0,1459,True
9061,789412458,44,M,2,4,married,2,blue,34,6,23026.0,2517,False
9062,716837508,48,M,4,2,married,2,blue,37,2,18477.0,0,True
9065,720522633,44,M,3,3,married,1,silver,36,2,16199.0,1533,True
9067,712938258,45,M,2,2,single,0,silver,32,2,12695.0,1613,True
9070,708748833,37,F,3,2,single,1,blue,25,2,9875.0,1239,True
9072,712645908,43,M,2,1,married,2,blue,37,1,2600.0,2047,True
9074,719714658,61,M,0,4,single,2,blue,43,5,12218.0,0,False
9075,720874983,51,M,3,0,married,3,silver,37,1,34516.0,0,True
9076,719180958,48,F,2,0,divorced,1,silver,39,2,21754.0,0,True
9077,710360583,46,M,2,0,single,2,blue,35,1,8396.0,604,True
9079,783121008,55,F,0,2,single,0,silver,49,1,12094.0,1870,True
9080,789529158,44,M,4,1,single,2,blue,36,1,2946.0,743,True
9081,708500883,48,M,2,0,single,1,silver,40,2,17812.0,0,True
9082,811965558,46,F,4,3,single,1,blue,41,2,13743.0,0,True
9084,809425533,45,F,2,0,divorced,1,silver,40,5,15785.0,1174,True
9085,716858433,43,F,4,2,single,0,blue,32,4,3015.0,0,False
9086,812534958,40,F,3,1,married,1,silver,34,2,19000.0,1568,True
9087,714052158,49,M,2,1,married,4,blue,39,2,11714.0,949,False
9089,711458583,47,M,2,3,married,2,silver,35,2,34516.0,1349,True
9090,826451433,42,M,4,2,single,3,silver,38,2,34516.0,2273,True
9092,709019283,47,M,1,3,married,3,blue,39,2,5660.0,2210,True
9093,710213508,63,M,1,1,single,2,blue,54,2,23355.0,1061,True
9094,710814633,49,M,2,0,married,3,blue,31,1,20734.0,2517,True
9095,775267158,43,F,3,2,married,1,blue,37,2,2476.0,1396,True
9096,712268808,55,M,4,2,single,4,silver,36,2,34516.0,2443,True
9099,710958933,43,M,3,2,single,1,blue,35,5,6080.0,787,False
9100,720698883,51,M,1,1,single,3,blue,38,2,28605.0,0,False
9103,713808633,31,F,0,0,divorced,0,silver,23,2,10850.0,1873,True
9104,710295858,43,M,4,2,divorced,3,blue,32,2,24244.0,1649,True
9105,713209308,59,M,0,2,single,2,blue,46,2,17218.0,1829,True
9107,717757608,53,M,2,3,single,4,gold,36,2,34516.0,1051,True
9108,715300683,39,M,1,0,single,3,blue,36,1,34458.0,846,True
9110,789582483,60,M,1,1,divorced,1,blue,53,2,9369.0,1813,True
9113,770848308,45,M,2,2,married,2,platinum,31,2,34516.0,1308,True
9114,713486583,41,M,3,2,married,2,blue,29,2,17277.0,2151,True
9117,711339258,49,F,3,2,single,1,silver,36,1,20176.0,2219,True
9118,781171908,45,M,3,2,single,1,blue,38,1,3751.0,1869,True
9121,716486508,45,F,3,1,married,1,blue,37,6,3399.0,0,False
9122,771674958,45,M,2,1,married,1,blue,33,1,11529.0,1823,True
9123,787909158,40,F,3,2,divorced,0,blue,31,1,8694.0,1117,True
9124,717140733,52,F,1,2,single,0,blue,36,1,6616.0,831,True
9125,799468083,51,M,2,2,married,1,blue,45,2,11467.0,1146,True
9128,709171308,30,M,1,1,married,2,blue,16,1,15795.0,1742,True
9129,798553158,62,F,1,2,single,0,blue,56,1,3109.0,0,False
9130,720819858,47,F,4,4,single,0,blue,27,1,8837.0,2517,True
9132,710924658,52,F,2,1,single,1,blue,36,1,2540.0,1093,True
9137,718504233,43,F,4,0,married,0,blue,30,2,2082.0,1794,False
9138,709108533,49,M,4,2,married,3,blue,29,2,9959.0,2216,True
9140,714352533,47,F,3,2,married,1,silver,29,1,15472.0,865,True
9142,813804783,41,F,1,1,single,1,blue,36,4,2667.0,0,False
9143,771062733,44,F,2,2,single,0,blue,31,1,4291.0,1285,True
9144,715649358,39,M,2,3,married,2,blue,26,1,3879.0,0,False
9146,715209333,32,M,0,1,single,2,blue,36,1,6224.0,1965,True
9149,718732833,56,F,1,3,single,0,blue,48,4,2783.0,1763,False
9150,816328308,60,F,0,2,married,0,blue,55,2,3773.0,0,True
9151,711814608,41,F,5,1,married,1,silver,36,2,19281.0,1805,True
9152,803216433,43,F,5,2,married,0,silver,33,6,14806.0,2517,False
9153,710694033,32,M,0,2,divorced,1,blue,36,2,7473.0,1253,True
9154,709257708,47,F,2,1,single,0,blue,41,1,3108.0,1978,True
9155,720174033,46,M,3,2,divorced,3,blue,33,1,34516.0,975,True
9156,820666083,41,M,2,2,single,4,blue,37,5,27742.0,2517,False
9157,712044558,51,F,1,0,single,0,silver,41,6,14563.0,1309,False
9158,713131158,58,M,2,0,single,3,blue,46,1,10286.0,0,False
9160,795869583,53,F,3,0,married,0,blue,47,1,3733.0,1620,True
9161,789535233,52,M,1,2,single,3,silver,44,2,34516.0,1618,True
9162,716441058,45,F,4,1,single,0,silver,36,2,14416.0,0,True
9163,718113633,41,M,3,0,married,4,blue,36,1,34516.0,0,False
9164,708908883,37,F,2,2,divorced,0,silver,32,1,12033.0,1025,True
9165,712152408,44,M,4,1,single,2,gold,29,1,34516.0,1930,True
9168,798451908,36,F,2,2,married,0,blue,30,1,5723.0,0,True
9169,794962983,47,F,3,2,divorced,0,blue,41,1,9947.0,2496,True
9170,721000833,49,M,0,0,married,2,blue,38,1,3599.0,0,True
9171,720086358,58,M,2,5,married,4,blue,48,2,12648.0,1604,True
